time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-12-11T16:49:48.970Z,11.8055,93.8373,136.55,4.6,mb,,84,5.755,0.99,us,us2000c2v8,2018-03-06T00:49:36.040Z,"119 km E of Port Blair, India",earthquake,9.5,7.7,0.074,54,reviewed,us,us
2017-12-11T03:35:13.720Z,25.725,90.8605,10,4.6,mb,,80,0.912,0.94,us,us2000c2rj,2022-08-07T22:07:12.107Z,"46 km WNW of Nongstoin, India",earthquake,5.7,1.9,0.078,49,reviewed,us,us
2017-12-10T22:58:55.730Z,34.3183,78.5677,35.55,4.6,mb,,80,4.452,0.48,us,us2000c2q3,2018-03-06T00:49:35.040Z,"92 km E of Leh, India",earthquake,8.1,6.2,0.091,36,reviewed,us,us
2017-12-10T21:37:05.140Z,29.9322,95.0733,24.12,4.5,mb,,72,3.436,0.79,us,us2000c2pc,2018-03-06T00:49:35.040Z,"169 km NNE of Shi Yomi, India",earthquake,7.8,4.6,0.09,36,reviewed,us,us
2017-12-09T11:02:34.040Z,25.6097,96.3486,10,4.4,mb,,97,2.312,0.89,us,us2000c2cj,2018-02-28T02:32:34.040Z,"80 km SW of Sarupathar, India",earthquake,5.4,1.8,0.123,19,reviewed,us,us
2017-12-09T10:43:07.020Z,33.4204,76.9149,20.3,4.7,mb,,83,3.054,1,us,us2000c2cc,2018-02-28T02:32:34.040Z,"5 km SSE of Padam, India",earthquake,7.3,3.2,0.064,74,reviewed,us,us
2017-12-08T02:51:18.860Z,27.7618,86.1471,10,5,mb,,40,4.781,0.68,us,us2000c1xk,2022-05-03T19:01:51.566Z,"28 km SE of Kod?ri??, Nepal",earthquake,8.5,1.8,0.046,151,reviewed,us,us
2017-12-06T15:19:49.970Z,30.6339,79.1601,10,5.1,mb,,50,5.831,0.75,us,us1000bmru,2022-05-03T19:01:49.119Z,"34 km NW of P?palkoti, India",earthquake,8.1,1.8,0.04,199,reviewed,us,us
2017-12-05T15:50:58.340Z,24.5413,94.6672,80.12,4.3,mb,,90,0.456,0.53,us,us2000c3h8,2018-02-28T02:32:27.040Z,"61 km E of W?ngjing, India",earthquake,10.9,7.8,0.092,34,reviewed,us,us
2017-12-05T02:24:15.820Z,26.609,96.3627,89.32,4.2,mb,,75,3.015,0.77,us,us2000c3gs,2018-02-28T02:32:26.040Z,"63 km NW of Sarupathar, India",earthquake,9.9,5.2,0.089,35,reviewed,us,us
2017-12-03T09:47:14.290Z,22.3606,94.5037,96.76,4.7,mb,,89,0.881,0.83,us,us1000bkj3,2022-08-07T21:51:51.545Z,"70 km WNW of Monywa, Myanmar",earthquake,6.7,6.6,0.076,52,reviewed,us,us
2017-12-02T23:43:44.930Z,27.2856,88.0806,10,4.2,mb,,146,3.604,0.77,us,us1000bkfr,2018-02-20T09:06:12.040Z,"17 km W of Gyalshing, India",earthquake,9.5,1.9,0.098,29,reviewed,us,us
2017-12-02T19:36:18.430Z,12.1948,95.085,10,4.4,mb,,80,4.496,0.5,us,us2000c22l,2018-02-20T09:06:12.040Z,"261 km ENE of Port Blair, India",earthquake,9.9,1.9,0.104,27,reviewed,us,us
2017-11-25T19:29:47.500Z,19.471,94.3463,62.54,4.5,mb,,64,3.024,0.64,us,us2000bucm,2018-02-14T02:01:15.040Z,"89 km W of Thayetmyo, Myanmar",earthquake,6.5,6.2,0.082,44,reviewed,us,us
2017-11-23T07:13:47.230Z,29.9261,95.1799,10,4.7,mb,,53,3.529,0.74,us,us2000btfh,2018-02-14T02:01:12.040Z,"173 km NNE of Shi Yomi, India",earthquake,8.9,1.9,0.082,45,reviewed,us,us
2017-11-23T02:59:45.380Z,29.8252,95.2012,10,4.1,mb,,78,3.544,0.46,us,us1000bjt0,2018-02-14T02:01:11.040Z,"164 km NNE of Shi Yomi, India",earthquake,10.1,2,0.151,12,reviewed,us,us
2017-11-23T02:14:16.930Z,29.8244,95.2161,26.27,4.5,mb,,53,3.557,0.6,us,us2000btdi,2022-08-07T21:27:49.734Z,"165 km NNE of Shi Yomi, India",earthquake,8.6,5.6,0.071,58,reviewed,us,us
2017-11-22T03:42:40.190Z,35.0633,70.3351,78.71,4.6,mb,,100,1.184,0.94,us,us2000bsp9,2018-02-14T02:01:10.040Z,"44 km NNE of Mehtar L?m, Afghanistan",earthquake,5.8,7.8,0.116,22,reviewed,us,us
2017-11-20T18:26:29.760Z,35.1672,86.4912,14.73,4.7,mb,,114,6.71,1.08,us,us2000bryf,2018-02-14T02:01:07.040Z,western Xizang,earthquake,8.9,3.8,0.079,48,reviewed,us,us
2017-11-20T08:48:02.250Z,23.6935,94.543,97.19,4.9,mb,,56,0.578,0.89,us,us2000brrl,2018-02-14T02:01:06.040Z,"15 km ENE of Mawlaik, Myanmar",earthquake,7.8,7.2,0.101,31,reviewed,us,us
2017-11-19T08:52:24.170Z,29.9471,95.4494,10,4.1,mb,,62,3.763,0.51,us,us2000brb3,2018-02-14T02:01:02.040Z,"188 km NE of Shi Yomi, India",earthquake,5.3,2,0.13,16,reviewed,us,us
2017-11-18T21:24:49.880Z,29.8332,95.0334,10,4.4,mb,,84,3.398,0.99,us,us2000br5p,2018-02-06T02:45:42.040Z,"158 km NNE of Shi Yomi, India",earthquake,9.9,1.9,0.105,26,reviewed,us,us
2017-11-18T05:59:44.980Z,30.0082,95.0046,10,4.2,mb,,148,3.382,0.88,us,us2000buy0,2018-02-06T02:45:41.040Z,"174 km NNE of Shi Yomi, India",earthquake,6.3,2,0.128,17,reviewed,us,us
2017-11-18T03:36:06.040Z,29.968,95.2211,10,4.2,mb,,129,3.567,0.95,us,us2000bqvi,2018-02-06T02:45:41.040Z,"179 km NNE of Shi Yomi, India",earthquake,6.7,1.9,0.132,16,reviewed,us,us
2017-11-18T02:13:40.430Z,30.063,95.1719,10,4.1,mb,,129,3.531,1.14,us,us2000bqva,2018-02-06T02:45:41.040Z,"186 km NNE of Shi Yomi, India",earthquake,12.1,2,0.139,14,reviewed,us,us
2017-11-18T00:32:01.910Z,29.9311,94.8843,10,5.1,mb,,23,3.273,0.73,us,us2000bqtu,2022-08-07T21:21:18.996Z,"163 km NNE of Shi Yomi, India",earthquake,7.8,1.8,0.039,214,reviewed,us,us
2017-11-17T22:34:19.450Z,29.8333,94.9838,8,6.4,mww,,13,3.355,0.76,us,us2000bqsn,2022-05-03T20:02:37.973Z,"156 km NNE of Shi Yomi, India",earthquake,7,1.7,0.043,52,reviewed,us,us
2017-11-15T01:39:21.400Z,18.3914,95.1392,10,4,mb,,161,1.8,0.79,us,us2000btym,2018-02-06T02:45:34.040Z,"22 km WNW of Myanaung, Myanmar",earthquake,5.3,1.9,0.212,6,reviewed,us,us
2017-11-15T01:24:59.200Z,30.9963,95.1873,10,4.3,mb,,117,3.738,0.92,us,us2000btyi,2018-02-06T02:45:34.040Z,"190 km W of Qamdo, China",earthquake,7.1,1.8,0.116,21,reviewed,us,us
2017-11-13T13:41:53.790Z,9.8714,93.1863,7.29,4.3,mb,,191,1.825,0.63,us,us2000bsyx,2018-02-06T02:45:31.040Z,"204 km SSE of Port Blair, India",earthquake,14.6,8.6,0.217,6,reviewed,us,us
2017-11-12T01:16:52.400Z,16.4041,94.9167,15.52,4.2,mb,,111,1.271,0.88,us,us2000bscd,2018-02-06T02:45:29.040Z,"35 km SW of Wakema, Myanmar",earthquake,7.3,4.7,0.187,8,reviewed,us,us
2017-11-08T04:50:51.960Z,24.0923,91.2855,29.51,4.9,mb,,69,1.446,0.76,us,us2000bk8n,2022-08-07T20:57:44.126Z,"28 km N of Agartala, India",earthquake,4,4.4,0.057,96,reviewed,us,us
2017-11-07T19:06:41.830Z,30.2645,87.4355,9.83,4.6,mb,,95,3.251,0.99,us,us2000bjyl,2022-08-07T20:55:21.313Z,"179 km NW of Rikaze, China",earthquake,4.3,4.2,0.065,72,reviewed,us,us
2017-11-06T03:09:03.590Z,29.6127,81.2918,10,4.6,mb,,149,8.558,0.5,us,us2000bj36,2018-01-31T03:04:40.040Z,"51 km NE of Dipayal, Nepal",earthquake,9.1,1.9,0.09,37,reviewed,us,us
2017-11-04T20:29:36.650Z,21.8416,95.5762,34.87,4.3,mb,,135,0.527,1.18,us,us2000bikw,2018-01-24T01:25:09.040Z,"41 km W of Sagaing, Myanmar",earthquake,3.1,6,0.126,18,reviewed,us,us
2017-11-04T16:34:07.350Z,34.1976,70.5572,68.57,4.5,mb,,73,1.298,1.23,us,us2000bigs,2018-01-24T01:25:09.040Z,"16 km WNW of Markaz-e Woluswal?-ye ?ch?n, Afghanistan",earthquake,5.9,7.5,0.072,57,reviewed,us,us
2017-11-01T05:33:39.660Z,33.3879,96.514,10,4.1,mb,,140,5.884,0.69,us,us1000azn2,2018-01-24T01:25:03.040Z,"258 km NNW of Qamdo, China",earthquake,8.8,1.9,0.135,15,reviewed,us,us
2017-10-28T14:17:46.560Z,12.7959,95.4699,10,4.5,mb,,112,2.895,1.33,us,us2000bhyw,2018-01-17T21:50:37.040Z,"Andaman Islands, India region",earthquake,8.9,2,0.192,8,reviewed,us,us
2017-10-27T02:37:45.580Z,31.9508,77.4341,14.96,4.1,mb,,224,3.895,0.74,us,us1000axdn,2018-01-17T21:50:35.040Z,"30 km E of Kulu, India",earthquake,8.8,6.5,0.198,7,reviewed,us,us
2017-10-25T18:20:47.790Z,13.7225,92.9359,32.74,4.7,mb,,51,2.062,0.93,us,us1000awth,2018-01-17T21:50:33.040Z,"225 km N of Bamboo Flat, India",earthquake,6,5.2,0.066,70,reviewed,us,us
2017-10-19T01:10:25.000Z,33.5105,76.2599,32.12,4.6,mb,,79,2.501,0.95,us,us1000atxi,2018-01-11T02:22:07.040Z,"50 km ENE of Kishtw?r, India",earthquake,7.3,5.1,0.056,94,reviewed,us,us
2017-10-17T20:16:06.790Z,32.9725,91.8524,10,4.4,mb,,98,7.379,0.69,us,us1000atgl,2018-01-11T02:22:05.040Z,"166 km N of Nagqu, China",earthquake,5.8,1.9,0.073,55,reviewed,us,us
2017-10-13T01:32:43.410Z,22.6636,94.6071,117.22,4.1,mb,,111,0.931,0.91,us,us1000aul4,2018-01-09T02:14:57.040Z,"82 km NW of Monywa, Myanmar",earthquake,7.4,7.5,0.14,14,reviewed,us,us
2017-10-12T07:52:28.400Z,32.074,95.0497,10,5.1,mb,,32,4.117,0.74,us,us1000aqmb,2022-05-03T18:39:08.467Z,"227 km WNW of Qamdo, China",earthquake,8.7,1.9,0.058,98,reviewed,us,us
2017-10-10T14:42:26.530Z,13.032,93.3537,52.75,4.6,mb,,126,1.492,0.82,us,us1000atp9,2018-01-09T02:14:54.040Z,"162 km NNE of Bamboo Flat, India",earthquake,8,9.9,0.152,13,reviewed,us,us
2017-10-09T19:32:39.030Z,12.9368,92.4082,32.5,4.5,mb,,139,1.314,0.93,us,us1000ataj,2018-01-09T02:14:53.040Z,"140 km NNW of Bamboo Flat, India",earthquake,6.6,5.9,0.163,11,reviewed,us,us
2017-10-06T20:59:02.460Z,11.0125,94.7724,38.49,4.1,mb,,154,2.089,1.18,us,us1000arju,2018-01-03T01:54:48.040Z,"232 km ESE of Port Blair, India",earthquake,8.3,11.9,0.185,8,reviewed,us,us
2017-10-06T17:44:22.220Z,30.0189,86.7671,10,4.4,mb,,93,3.8,0.77,us,us2000b260,2018-01-03T01:54:48.040Z,"167 km ENE of Saga, China",earthquake,4.5,1.8,0.08,47,reviewed,us,us
2017-10-06T14:00:31.480Z,11.9798,95.0763,10.08,5,mww,,89,2.306,0.98,us,us2000b1zv,2022-08-07T19:28:29.409Z,"256 km E of Port Blair, India",earthquake,2.6,4.4,0.068,21,reviewed,us,us
2017-10-03T16:28:59.910Z,34.0848,69.1716,7.23,4.4,mb,,161,0.467,0.69,us,us1000apnt,2022-08-07T20:10:50.173Z,"16 km NE of Pul-e âAlam, Afghanistan",earthquake,5.3,6.8,0.161,11,reviewed,us,us
2017-10-03T15:20:11.200Z,19.0907,95.0896,43.05,4.6,mb,,185,2.724,0.78,us,us1000apnq,2018-01-03T01:54:44.040Z,"27 km SSW of Thayetmyo, Myanmar",earthquake,11.9,10.4,0.116,22,reviewed,us,us
2017-10-03T13:48:34.400Z,25.0388,94.7337,77.48,4.5,mb,,72,0.897,0.86,us,us2000b0gm,2018-01-03T01:54:44.040Z,"73 km SSE of Phek, India",earthquake,4.1,7,0.09,36,reviewed,us,us
2017-10-02T23:31:42.640Z,12.8626,91.8995,27.25,4.7,mb,,87,1.456,0.99,us,us2000az70,2018-01-03T01:54:44.040Z,"156 km NW of Bamboo Flat, India",earthquake,7.9,3.7,0.074,55,reviewed,us,us
2017-10-02T18:13:51.510Z,21.4428,94.5413,95.12,4.6,mb,,65,1.479,0.67,us,us2000axwl,2018-01-03T01:54:43.040Z,"57 km WNW of Pakokku, Myanmar",earthquake,6.7,6.6,0.062,77,reviewed,us,us
2017-10-01T14:35:36.080Z,12.8898,92.3055,29.1,4.5,mb,,113,1.299,0.7,us,us2000axi8,2018-01-03T01:54:41.040Z,"139 km NNW of Bamboo Flat, India",earthquake,7.9,4.6,0.104,27,reviewed,us,us
2017-10-01T12:49:04.640Z,12.7773,91.8903,28.55,4.6,mb,,130,1.392,0.78,us,us2000axhf,2018-01-03T01:54:41.040Z,"149 km NW of Bamboo Flat, India",earthquake,8.7,4.7,0.095,33,reviewed,us,us
2017-10-01T12:18:17.300Z,28.6799,96.3197,34.7,4,mb,,118,4.653,0.8,us,us2000b22r,2018-01-03T01:54:41.040Z,"70 km NNW of Hayuliang, India",earthquake,8,5.9,0.156,11,reviewed,us,us
2017-09-29T07:57:06.750Z,33.9698,90.3978,10,4.2,mb,,102,4.298,1.08,us,us2000awf5,2017-12-22T21:56:28.040Z,Xizang-Qinghai border region,earthquake,10,1.9,0.128,17,reviewed,us,us
2017-09-25T20:27:11.320Z,13.0038,92.9286,32.08,4.2,mb,,138,1.352,1.01,us,us2000b0he,2017-12-22T21:56:22.040Z,"146 km N of Bamboo Flat, India",earthquake,12.6,8.3,0.2,7,reviewed,us,us
2017-09-23T00:14:11.480Z,34.2131,74.5944,35,4.6,mb,,109,4.078,0.61,us,us2000atf6,2022-08-07T18:20:27.830Z,"5 km WSW of Sumbal, India",earthquake,7.9,1.9,0.061,80,reviewed,us,us
2017-09-21T16:34:33.230Z,24.9962,94.8861,84.2,4.4,mb,,48,0.931,0.57,us,us2000asj3,2017-12-19T01:54:10.040Z,"83 km SSE of Phek, India",earthquake,6.5,6.7,0.105,27,reviewed,us,us
2017-09-17T21:49:08.620Z,21.6629,94.5729,97.03,4.5,mb,,56,1.328,0.77,us,us2000aplr,2017-12-19T01:54:02.040Z,"64 km NW of Pakokku, Myanmar",earthquake,6.9,6.7,0.082,44,reviewed,us,us
2017-09-17T14:48:11.340Z,12.8183,92.0967,26.18,5,mb,,81,1.317,0.62,us,us2000at5x,2017-12-19T01:54:02.040Z,"140 km NNW of Bamboo Flat, India",earthquake,8.4,4.6,0.08,50,reviewed,us,us
2017-09-17T10:27:11.790Z,12.7773,92.0628,33.35,4.5,mb,,164,1.298,0.99,us,us2000at5e,2017-12-19T01:54:01.040Z,"138 km NNW of Bamboo Flat, India",earthquake,9.2,4.1,0.131,17,reviewed,us,us
2017-09-15T22:37:56.230Z,12.8855,91.8312,28.17,4.5,mb,,163,1.513,0.4,us,us2000anza,2017-12-13T02:29:45.040Z,"162 km NW of Bamboo Flat, India",earthquake,10.3,5.9,0.15,13,reviewed,us,us
2017-09-15T01:36:48.460Z,18.83,94.8786,51.99,4.8,mb,,108,2.3,0.74,us,us2000an0z,2017-12-13T02:29:44.040Z,"36 km W of Pyay, Myanmar",earthquake,5.6,7.6,0.069,65,reviewed,us,us
2017-09-11T16:44:54.180Z,11.1912,93.763,135.46,4.4,mb,,58,1.1,0.83,us,us2000ak6r,2017-12-13T02:29:38.040Z,"122 km ESE of Port Blair, India",earthquake,10.3,7.3,0.114,22,reviewed,us,us
2017-09-11T13:56:11.510Z,17.4028,95.9326,10,4.6,mb,,126,0.575,0.45,us,us2000ar0y,2017-12-13T02:29:38.040Z,"31 km SSE of Tharyarwady, Myanmar",earthquake,4.4,1.9,0.103,28,reviewed,us,us
2017-09-11T13:34:39.580Z,22.421,94.7,111.08,4.2,mb,,147,1.041,0.94,us,us2000ar0x,2017-12-13T02:29:38.040Z,"56 km NW of Monywa, Myanmar",earthquake,9.4,9.4,0.235,8,reviewed,us,us
2017-09-11T01:19:43.010Z,17.3198,95.953,10,4.2,mb,,149,0.491,0.54,us,us2000ar0b,2017-12-13T02:29:36.040Z,"40 km SSE of Tharyarwady, Myanmar",earthquake,4.6,2,0.199,7,reviewed,us,us
2017-09-07T14:32:03.630Z,25.275,90.2279,36.67,4.1,mb,,172,1.5,1.33,us,us2000ahj3,2022-08-07T16:42:47.259Z,"26 km S of Tura, India",earthquake,10.6,8.8,0.175,9,reviewed,us,us
2017-09-06T00:10:55.750Z,10.2437,93.1611,83.98,5,mww,,43,1.461,0.95,us,us2000agg9,2017-12-07T20:00:15.040Z,"163 km SSE of Port Blair, India",earthquake,8.3,4.5,0.089,12,reviewed,us,us
2017-09-05T22:40:58.850Z,29.5021,69.9891,25.67,4.6,mb,,88,4.993,0.89,us,us2000agek,2017-12-07T20:00:14.040Z,"38 km W of Dajal, Pakistan",earthquake,7.3,3.7,0.078,49,reviewed,us,us
2017-09-05T18:06:36.970Z,7.8519,93.2674,51.55,4.9,mb,,174,3.814,1.03,us,us2000arp4,2017-12-07T20:00:14.040Z,"Nicobar Islands, India region",earthquake,8.3,8.4,0.086,46,reviewed,us,us
2017-09-03T06:52:17.790Z,9.2814,93.1142,60.53,4.9,mb,,64,2.387,0.62,us,us2000aewh,2017-12-07T20:00:06.040Z,"266 km S of Port Blair, India",earthquake,7.7,2.9,0.058,94,reviewed,us,us
2017-09-02T21:59:49.260Z,34.014,83.4386,10,4.6,mb,,63,7.823,0.91,us,us2000aejm,2017-11-28T18:33:57.040Z,western Xizang,earthquake,8,1.9,0.071,60,reviewed,us,us
2017-09-01T02:38:12.500Z,32.0662,82.6488,10,4.8,mb,,47,7.657,0.8,us,us2000adr4,2022-05-03T18:36:16.782Z,"241 km NE of Burang, China",earthquake,8.1,1.9,0.053,111,reviewed,us,us
2017-08-27T12:24:52.510Z,33.5732,72.998,32.11,4.6,mb,,155,0.238,1.34,us,us2000ac8j,2022-08-07T15:46:39.041Z,"5 km WSW of Rawalpindi, Pakistan",earthquake,9.5,6.6,0.103,28,reviewed,us,us
2017-08-23T17:21:17.480Z,22.4087,94.6127,109.87,4,mb,,138,0.965,1.25,us,us2000abs2,2017-11-22T03:43:30.040Z,"63 km WNW of Monywa, Myanmar",earthquake,4.4,8.7,0.173,9,reviewed,us,us
2017-08-22T00:50:35.830Z,29.3871,81.1558,10,4.6,mb,,64,7.96,0.77,us,us2000aah5,2017-11-22T03:43:28.040Z,"25 km ENE of Dipayal, Nepal",earthquake,9.1,1.9,0.078,49,reviewed,us,us
2017-08-21T12:03:13.970Z,27.5881,86.1237,10,4.5,mb,,142,4.875,1.03,us,us2000aa5v,2017-11-22T03:43:27.040Z,"44 km SSE of Kod?ri??, Nepal",earthquake,7.1,1.8,0.079,47,reviewed,us,us
2017-08-21T09:18:34.330Z,30.3971,95.0948,10,4.4,mb,,116,3.508,0.98,us,us2000aa4c,2017-11-22T03:43:26.040Z,"215 km WSW of Qamdo, China",earthquake,12.1,2,0.097,31,reviewed,us,us
2017-08-21T01:14:35.080Z,30.4658,94.704,10,4.6,mb,,118,3.192,0.81,us,us2000aa26,2017-11-22T03:43:26.040Z,"216 km N of Shi Yomi, India",earthquake,11.3,1.9,0.101,29,reviewed,us,us
2017-08-21T01:12:14.320Z,30.3667,94.9281,10,4.9,mb,,95,3.361,0.77,us,us2000aa25,2017-11-22T03:43:26.040Z,"210 km NNE of Shi Yomi, India",earthquake,8.4,1.8,0.065,73,reviewed,us,us
2017-08-21T00:45:19.650Z,23.4984,94.4598,89.38,4,mb,,145,0.742,1.17,us,us2000abnb,2017-11-22T03:43:26.040Z,"16 km SSE of Mawlaik, Myanmar",earthquake,5.8,7.8,0.52,1,reviewed,us,us
2017-08-19T16:52:26.120Z,16.3657,73.3863,10,4.1,mb,,131,8.041,0.92,us,us2000abbd,2022-08-07T16:24:25.129Z,"34 km NNW of M?lvan, India",earthquake,14.9,2,0.1,27,reviewed,us,us
2017-08-17T07:38:33.100Z,25.8288,94.5263,61.1,4.6,mb,,74,1.605,1.12,us,us2000a90q,2022-08-07T14:57:39.710Z,"15 km S of Zunheboto, India",earthquake,8.3,8.9,0.119,21,reviewed,us,us
2017-08-16T03:26:53.080Z,32.8724,76.2437,44.78,4.4,mb,,158,5.971,0.77,us,us2000a8n7,2017-11-14T01:42:09.040Z,"36 km NNE of Chamba, India",earthquake,10.6,8.6,0.106,26,reviewed,us,us
2017-08-14T07:58:29.860Z,30.3157,95.0857,10,4.2,mb,,83,5.526,1.19,us,us2000a9dw,2017-11-14T01:42:07.040Z,"209 km NNE of Shi Yomi, India",earthquake,11.9,1.9,0.118,20,reviewed,us,us
2017-08-12T17:46:39.820Z,30.5084,95.0448,39.61,4.2,mb,,143,3.488,1.08,us,us2000a8u0,2017-10-25T00:38:10.040Z,"215 km WSW of Qamdo, China",earthquake,11.3,8.4,0.121,19,reviewed,us,us
2017-08-12T17:10:01.370Z,30.3422,94.8528,28.2,5,mb,,38,3.293,0.57,us,us2000a7lp,2022-05-03T18:35:21.638Z,"206 km NNE of Shi Yomi, India",earthquake,8.4,4.9,0.051,120,reviewed,us,us
2017-08-11T03:34:53.600Z,13.639,92.8043,25.23,4.5,mb,,65,1.972,0.85,us,us2000a76w,2017-10-25T00:38:08.040Z,"214 km N of Bamboo Flat, India",earthquake,7.6,5.3,0.092,35,reviewed,us,us
2017-08-11T02:40:35.890Z,31.0571,92.7061,29.39,4.2,mb,,170,1.919,0.74,us,us2000a76m,2017-10-25T00:38:08.040Z,"77 km SE of Nagqu, China",earthquake,11.7,7.3,0.152,12,reviewed,us,us
2017-08-08T00:35:38.010Z,24.3109,93.5456,62.84,4.2,mb,,74,0.693,0.43,us,us2000a7bq,2017-10-25T00:38:02.040Z,"12 km WSW of Chur?ch?ndpur, India",earthquake,3.5,8.8,0.128,17,reviewed,us,us
2017-08-07T13:12:36.150Z,31.799,94.7338,32.5,4.4,mb,,141,3.742,0.83,us,us2000a5hs,2017-10-25T00:38:01.040Z,"243 km WNW of Qamdo, China",earthquake,5.9,5.8,0.11,24,reviewed,us,us
2017-08-02T18:18:08.620Z,24.3214,93.6199,53.23,5.1,mww,,41,0.627,0.92,us,us2000a3r9,2022-08-07T13:38:17.575Z,"5 km WSW of Chur?ch?ndpur, India",earthquake,6.2,5,0.103,9,reviewed,us,us
2017-07-25T09:09:01.960Z,23.3761,90.7422,10,4.4,mb,,149,1.082,0.73,us,us2000a27x,2017-10-14T00:19:39.040Z,"17 km NW of H?j?ganj, Bangladesh",earthquake,5.4,1.9,0.161,11,reviewed,us,us
2017-07-22T20:06:47.850Z,25.1098,94.8989,68.66,4,mb,,157,1.031,0.97,us,us2000a1ps,2017-10-11T01:04:03.040Z,"73 km SSE of Phek, India",earthquake,9.7,8,0.173,9,reviewed,us,us
2017-07-21T00:23:42.350Z,24.1789,92.2002,38.77,4.4,mb,,164,1.416,1.01,us,us2000a1bp,2022-08-07T13:26:17.269Z,"21 km S of Dharmanagar, India",earthquake,6.1,11.3,0.203,7,reviewed,us,us
2017-07-20T09:26:15.130Z,31.6987,95.4825,10,4.1,mb,,107,4.245,0.5,us,us2000a0vh,2017-10-11T01:03:58.040Z,"173 km WNW of Qamdo, China",earthquake,12.2,2,0.174,9,reviewed,us,us
2017-07-19T09:11:11.950Z,34.3028,70.1673,37.66,4.2,mb,,170,0.959,0.92,us,us20009xua,2017-10-11T01:03:56.040Z,"Hindu Kush region, Afghanistan",earthquake,6.5,5.6,0.132,16,reviewed,us,us
2017-07-17T20:20:25.590Z,24.8683,95.1618,122.77,4.3,mb,,152,1.009,1.12,us,us20009z1c,2017-10-11T01:03:51.040Z,"110 km SE of Phek, India",earthquake,5.9,10.2,0.161,11,reviewed,us,us
2017-07-17T13:23:00.400Z,20.9992,93.5667,46.16,4.6,mb,,91,1.635,0.66,us,us20009z0x,2017-10-11T01:03:51.040Z,"117 km NE of Sittwe, Myanmar",earthquake,8.6,6.3,0.107,26,reviewed,us,us
2017-07-15T21:13:58.670Z,22.832,95.9721,9.04,4.2,mb,,135,0.822,0.59,us,us20009yf2,2017-10-06T23:56:20.040Z,"40 km NE of Shwebo, Myanmar",earthquake,5.8,6.9,0.216,6,reviewed,us,us
2017-07-15T16:56:18.150Z,30.6609,82.7985,51.53,4.6,mb,,66,7.272,0.61,us,us20009wlk,2017-10-06T23:56:19.040Z,"161 km ENE of Burang, China",earthquake,8.7,6.7,0.051,112,reviewed,us,us
2017-07-15T16:35:28.630Z,28.8507,81.6418,27.7,4.3,mb,,165,8.327,1.24,us,us20009wlh,2022-08-07T12:11:16.805Z,"6 km W of Dailekh, Nepal",earthquake,8.9,6.1,0.116,21,reviewed,us,us
2017-07-13T22:18:37.040Z,14.384,93.7029,37.99,4.2,mb,,147,2.868,0.44,us,us20009w5v,2017-10-06T23:56:17.040Z,"277 km SW of Mawlamyinegyunn, Myanmar",earthquake,6,11.6,0.216,6,reviewed,us,us
2017-07-13T05:03:31.770Z,23.5329,94.5573,89.22,4.8,mb,,70,0.732,0.58,us,us20009vw9,2017-10-06T23:56:16.040Z,"19 km SE of Mawlaik, Myanmar",earthquake,6.1,6.4,0.088,40,reviewed,us,us
2017-07-12T22:33:37.170Z,9.8244,93.9746,10,4.3,mb,,186,2.185,0.56,us,us20009xhw,2017-10-06T23:56:16.040Z,"244 km SSE of Port Blair, India",earthquake,15.6,2,0.169,10,reviewed,us,us
2017-07-10T10:44:46.240Z,10.4269,93.8907,42.73,4.5,mb,,170,1.66,0.57,us,us20009xxd,2017-10-06T23:56:12.040Z,"185 km SE of Port Blair, India",earthquake,11.9,10,0.163,11,reviewed,us,us
2017-07-09T07:59:49.770Z,29.0249,95.7052,19.48,4.5,mb,,74,4.052,0.56,us,us100098ci,2017-10-06T23:56:10.040Z,"112 km NNE of P?sigh?t, India",earthquake,8.2,5.1,0.089,37,reviewed,us,us
2017-07-08T10:12:31.400Z,34.6598,73.4405,22.29,4.7,mb,,62,1.016,0.75,us,us1000984s,2017-10-03T00:47:54.040Z,"31 km NE of Baffa, Pakistan",earthquake,7.2,5.1,0.047,139,reviewed,us,us
2017-07-02T13:01:49.990Z,31.9019,95.0788,13.94,4.3,mb,,109,4.044,0.62,us,us100097wu,2017-10-03T00:47:45.040Z,"217 km WNW of Qamdo, China",earthquake,12.7,5.4,0.122,19,reviewed,us,us
2017-07-02T05:27:45.280Z,24.3592,94.7001,83.62,4.9,mb,,45,0.386,0.67,us,us100095u3,2017-10-03T00:47:44.040Z,"69 km ESE of W?ngjing, India",earthquake,3.9,5.1,0.07,64,reviewed,us,us
2017-07-02T01:58:27.200Z,27.2384,86.1159,10,4.8,mb,,98,5.048,0.82,us,us100095t8,2017-10-03T00:47:44.040Z,"59 km NNE of Janakpur, Nepal",earthquake,8,1.9,0.054,107,reviewed,us,us
2017-07-01T07:01:14.640Z,23.8429,94.7107,89.67,4.6,mb,,80,0.537,1.22,us,us100095q4,2017-09-27T02:03:21.040Z,"38 km NE of Mawlaik, Myanmar",earthquake,6.5,6.2,0.085,41,reviewed,us,us
2017-06-27T09:37:36.890Z,23.974,94.7144,93.17,4.4,mb,,144,0.456,0.73,us,us100096qp,2017-09-27T02:03:15.040Z,"48 km NE of Mawlaik, Myanmar",earthquake,8.5,6.1,0.179,9,reviewed,us,us
